,2016/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017,,,2017,2017/Annual
Name,주당배당금/0D2007,주당배당금/0D2007,배당금/136300,현금배당금/136310,당좌비율/203220,매출채권회전율/194120,재고자산회전율1/194080,이익잉여금/118300,베타/280223,매출액증가율/091060,부채비율/193060,당기순이익/133000,유동비율/193020,매출액/121000,자기자본증가율/191050,매출액(종업원1인당)/195020,1대주주명(지분)/0A2211,종업원수/0A1060,기업규모/0A1070,KIS 신용평점/0A3010,기말시가총액합계(보통주+우선주)/0D1113
올리패스(주),,,,,52.88,,,"-74,866,800,000.",3.83,"6,436.73",,"19,720,816,000.",52.88,"1,014,500,000.",,"15,371,210.0",정신(44.26),83.,중소기업,8,
(주)녹십자웰빙,,,"987,284,000.","987,284,000.",125.38,5.14,8.58,"11,293,604,000.",.75,22.98,32.32,"4,105,800,000.",212.66,"45,071,343,000.",17.23,"250,396,350.0",기타(36.46),198.,대기업,3,
(주)마니커에프앤지,,,,,50.44,6.28,8.74,"6,703,326,000.",.42,6.77,152.53,"1,388,682,000.",91.69,"85,864,305,000.",12.81,"511,097,050.0",(주)팜스토리(100.0),172.,대기업,5,
(주)라파스,,,,,502.54,3.68,5.12,"-909,378,000.",.92,-26.01,45.85,"-5,865,323,000.",540.04,"6,759,888,000.",-19.79,"118,594,530.0",정도현(29.08),77.,중소기업,6,
리켐(주),-,-,,,24.35,7.68,9.90,"-49,676,850,000.",1.54,-27.75,454.15,"-9,070,398,000.",35.32,"24,000,916,000.",-53.12,"311,700,210.0",와이에이치1호조합(10.49),76.,중소기업,10,"21,170,248,560."
(주)육일씨엔에쓰,-,-,,,80.32,5.63,6.86,"15,447,537,000.",.44,172.39,271.13,"1,888,997,000.",112.35,"118,733,181,000.",14.95,"1,006,213,400.0",구자옥(53.75),77.,중소기업,8,"47,728,688,000."
한국철강(주),899.69,899.69,"8,286,143,000.","8,286,143,000.",322.1,4.97,9.27,"117,063,278,000.",.25,11.38,23.33,"-43,375,902,000.",375.05,"738,870,356,000.",-6.59,"1,358,217,570.0",KISCO홀딩스(주)(40.81),528.,대기업,5,"347,677,500,000."
에스케이씨코오롱피아이(주),450.,800.,"23,493,058,000.","23,493,058,000.",195.95,7.83,10.38,"124,127,746,000.",1.05,41.37,37.44,"32,781,682,000.",226.53,"216,379,449,000.",8.61,"920,763,610.0",SKC(주)(27.03),267.,대기업,2,"1,387,558,714,500."
(주)스킨앤스킨,-,-,,,98.1,2.56,7.81,"-39,584,332,000.",.62,-31.05,61.76,"-12,882,672,000.",110.84,"10,533,450,000.",-20.02,"123,922,940.0",비아이티 1호조합(7.44),76.,중소기업,7,"66,216,957,420."
씨에스베어링(주),,,,,30.55,9.76,5.71,"-6,292,503,000.",.87,11.24,131.38,"3,232,213,000.",64.51,"50,364,319,000.",48.75,"470,694,570.0",EastBridge Asian Mid-market Op(49.65),119.,중소기업,6,
(주)나노브릭,,,,,9.69,8.77,4.38,"-21,479,189,000.",2.43,19.26,"4,278.14","-4,415,497,000.",20.67,"5,980,485,000.",-96.70,"239,219,400.0",기타(44.41),50.,중소기업,10,
메가엠디(주),94.04,47.02,"1,051,825,000.","1,051,825,000.",107.88,21.87,56.21,"37,369,697,000.",.96,8.47,53.04,"-2,244,041,000.",111.53,"63,163,701,000.",-6.94,"210,545,670.0",메가스터디(주)(45.15),328.,대기업,5,"59,164,928,485."
(주)현성바이탈,-,-,,,"1,566.94",0.86,15.66,"27,860,539,000.",.33,-23.52,3.43,"4,853,980,000.","1,620.61","21,885,626,000.",182.65,"221,066,930.0",신지윤(68.61),52.,중소기업,3,"174,075,676,500."
차이나그레이트스타인터내셔널리미티드,,,,,,,,,,,,,,,,,우여우즈(37.14),5.,중소기업,,
(주)파인테크닉스,24.92,-,,,60.78,4.0,5.44,"-32,572,900,000.",1.,-21.09,181.44,"-37,306,350,000.",76.80,"149,753,568,000.",-38.65,"587,268,890.0",홍성천(26.24),164.,중소기업,8,"86,556,618,060."
(주)티라유텍,,,,,122.18,7.28,,"4,145,599,000.",,24.14,221.11,"1,335,181,000.",122.18,"21,971,922,000.",28.86,"124,135,150.0",,221.,중소기업,5,
한세실업(주),326.42,441.44,"17,657,762,000.","17,657,762,000.",143.01,9.40,10.08,"435,985,074,000.",.4,-4.74,85.52,"37,582,708,000.",179.19,"1,354,626,972,000.",4.74,"2,276,683,990.0",한세예스24홀딩스(주)(41.97),638.,대기업,6,"1,078,000,000,000."
(주)파인텍,-,-,,,92.61,1.81,82.91,"-11,074,503,000.",1.,"1,164.90",150.47,"-21,411,696,000.",94.15,"85,675,115,000.",14.56,"603,345,880.0",강원일(20.14),124.,중소기업,8,"54,764,777,450."
미원홀딩스(주),"5,117.54",-,,,125.87,0.04,0.04,"179,892,005,000.",1.01,,12.66,"5,688,785,000.",125.87,"981,522,000.",-48.21,"89,229,270.0",미원상사(주)(14.36),11.,대기업,4,"113,091,039,000."
컨버즈(주),-,-,,,48.41,3.95,5.44,"-61,471,731,000.",.88,37.10,434.49,"-6,432,127,000.",80.52,"63,031,654,000.",-10.20,"437,719,820.0",더블유글로벌4호조합(10.17),36.,중소기업,10,"26,138,308,000."
(주)파멥신,,,,,170.1,5.05,,"-29,724,120,000.",.92,-73.39,230.01,"-6,483,417,000.",170.10,"208,718,000.",-52.53,"9,074,700.0",CaduceusAsia B.V(10.59),34.,중소기업,8,
(주)엘지하우시스,"1,796.45","1,796.45","18,015,000,000.","18,015,000,000.",143.82,4.88,17.77,"338,768,000,000.",.89,12.21,124.21,"59,701,000,000.",174.74,"2,794,743,000,000.",5.24,"917,512,480.0",(주)LG(33.53),"3,245.",대기업,4,"928,364,771,000."
우리이앤엘(주),-,-,,,138.58,1.69,54.68,"-14,134,026,000.",.62,2.93,87.51,"-37,504,374,000.",144.56,"138,621,577,000.",-34.22,"1,058,179,980.0",우리이티아이(주)(37.98),77.,대기업,8,"51,646,500,000."
(주)포시에스,120.7,120.9,"826,668,000.","661,334,000.","1,866.23",2.94,,"25,035,289,000.",.65,-10.34,1.87,"2,096,586,000.","1,866.23","12,224,884,000.",3.49,"98,587,770.0",조종민(41.76),146.,중소기업,2,"55,113,441,760."
엘티씨(주),145.97,145.97,"1,097,685,000.","1,097,685,000.",203.42,20.69,9.38,"48,765,840,000.",.88,-9.17,45.68,"-38,156,000.",242.71,"56,190,679,000.",-1.09,"407,178,830.0",최호성(35.64),145.,중소기업,6,"107,159,187,750."
자이글(주),107.09,-,,,619.01,26.46,26.29,"39,568,460,000.",.88,-19.21,4.47,"5,120,122,000.",690.47,"82,404,538,000.",4.66,"958,192,300.0",이진희(64.68),60.,중소기업,2,"94,310,442,700."
(주)영원무역,248.03,296.98,"13,159,818,000.","13,159,818,000.",101.6,7.92,62.67,"382,287,669,000.",.17,2.14,55.81,"46,013,821,000.",107.76,"1,237,998,081,000.",7.89,"2,782,018,160.0",(주)영원무역홀딩스(50.52),291.,대기업,2,"1,395,811,242,000."
대성에너지(주),250.,250.,"6,875,000,000.","6,875,000,000.",78.12,4.86,410.59,"66,879,239,000.",.23,3.71,115.14,"14,849,797,000.",78.59,"765,978,290,000.",2.70,"1,806,552,570.0",대성홀딩스(주)(71.27),413.,대기업,5,"165,825,000,000."
(주)휴맥스,144.68,-,,,105.77,2.81,10.40,"121,718,725,000.",.41,38.17,129.27,"10,678,227,000.",133.53,"1,266,343,711,000.",1.71,"1,567,257,070.0",(주)휴맥스홀딩스(32.14),667.,대기업,8,"213,293,238,160."
(주)로고스바이오시스템스,-,-,,,"4,716.7",2.69,3.70,"-6,182,737,000.",.83,11.10,6.41,"-1,119,306,000.","4,980.37","4,975,639,000.",-3.73,"95,685,370.0",정연철(19.12),40.,중소기업,6,"44,754,313,800."
(주)하이로닉,9.52,2.75,"38,784,000.","38,784,000.",439.93,11.07,3.69,"17,983,303,000.",1.04,-0.66,13.77,"1,398,876,000.",537.86,"14,670,508,000.",-4.83,"156,069,230.0",이진우(26.22),82.,중소기업,4,"67,513,828,550."
(주)알테오젠,-,-,,,"2,669.64",13.22,,"-5,958,272,000.",1.21,5.79,4.36,"-7,812,953,000.","2,669.64","2,469,485,000.",-12.69,"47,490,100.0",박순재(22.48),70.,중소기업,6,"279,949,326,000."
(주)민앤지,432.7,250.,"3,369,581,000.","3,369,581,000.",667.59,5.77,,"37,134,117,000.",.7,16.24,5.68,"11,579,802,000.",667.59,"40,834,832,000.",19.80,"486,128,950.0",이경민(23.68),105.,중소기업,2,"298,354,362,800."
에스앤씨엔진그룹리미티드,,,,,,,,,,,,,,,,,천궈웨이(34.49),.,중소기업,,
우리들휴브레인(주),-,-,,,234.4,1.68,5.53,"-20,450,991,000.",.49,38.85,24.73,"-6,537,566,000.",279.70,"8,510,642,000.",8.26,"303,951,500.0",김수경(3.94),19.,중소기업,6,"75,868,650,880."
덕산네오룩스(주),-,-,,,299.98,22.56,8.19,"23,593,893,000.",1.12,137.19,21.85,"16,772,060,000.",391.15,"100,405,838,000.",12.86,"707,083,370.0",덕산하이메탈(주)(37.93),173.,중소기업,2,"590,646,295,200."
한솔제지(주),699.79,399.63,"9,511,336,000.","9,511,336,000.",31.71,6.78,8.77,"80,880,591,000.",.51,14.15,209.03,"48,751,153,000.",57.55,"1,539,435,142,000.",24.01,"1,484,508,330.0",한솔홀딩스(주)(30.49),"1,135.",대기업,6,"333,208,064,000."
(주)퓨쳐스트림네트웍스,-,-,,,191.33,2.59,,"-7,648,649,000.",.74,-13.23,29.23,"270,097,000.",191.33,"27,292,458,000.",42.03,"306,656,830.0",(주)옐로디지털마케팅(49.21),116.,중소기업,5,"81,481,243,350."
(주)클래시스,-,8.,"483,785,000.","483,785,000.",154.86,16.41,7.75,"11,075,932,000.",.8,27.11,79.93,"-5,144,060,000.",189.18,"34,629,233,000.",114.91,"249,131,170.0",정성재(54.54),213.,중소기업,6,"251,870,365,705."
(주)디알텍,-,-,,,414.3,2.14,3.96,"3,002,880,000.",.57,-0.08,61.97,"-1,993,321,000.",626.17,"37,757,616,000.",-3.41,"213,319,860.0",윤정기(13.46),221.,중소기업,7,"73,558,866,680."
(주)로보로보,-,23.,"378,314,000.","378,314,000.","1,073.79",7.54,6.93,"10,033,811,000.",1.07,15.96,11.89,"-1,114,407,000.","1,234.18","12,480,408,000.",50.18,"290,242,050.0",최영석(42.28),50.,중소기업,5,"50,990,207,400."
(주)유니맥스글로벌,-,-,,,83.13,6.58,4.22,"3,508,204,000.",.02,14.07,156.80,"694,886,000.",129.68,"19,388,969,000.",12.38,"19,388,969,000.0",(주)에이씨피씨(8.65),130.,중소기업,6,"10,972,500,000."
(주)토박스코리아,-,-,,,"1,466.57",11.94,4.53,"5,126,240,000.",.74,28.42,52.31,"549,102,000.","2,029.62","30,535,280,000.",100.61,"693,983,640.0",이선근(22.48),40.,중소기업,4,"56,916,404,590."
(주)우정바이오,-,-,,,149.98,7.67,10.34,"984,223,000.",.74,34.70,71.35,"-6,921,451,000.",181.33,"28,932,073,000.",86.23,"272,944,080.0",천병년(47.89),112.,중소기업,7,"49,361,682,825."
(주)유틸렉스,,,,,"2,032.32",,,"-15,555,758,000.",.79,,14.39,"-9,592,518,000.","2,032.32","133,145,000.",97.68,"2,717,240.0",기타(38.82),92.,중소기업,6,
(주)골프존,"1,599.25","2,398.87","15,053,928,000.","15,053,928,000.",288.79,11.75,16.14,"109,594,649,000.",.23,-12.70,31.76,"75,544,308,000.",311.08,"171,859,065,000.",56.53,"704,340,430.0",(주)골프존뉴딘(20.28),391.,대기업,2,"281,452,362,750."
(주)휴네시온,,,,,574.41,3.66,30.57,"6,493,465,000.",,27.77,18.79,"2,994,515,000.",592.35,"13,192,597,000.",165.27,"175,901,290.0",정동섭(50.96),93.,중소기업,2,
(주)이노인스트루먼트,-,-,,,164.2,2.31,8.12,"47,484,507,000.",.46,-16.23,21.07,"4,050,193,000.",214.92,"25,296,400,000.",41.54,"389,175,380.0",조봉일(60.76),63.,중소기업,6,"197,333,602,300."
(주)덱스터스튜디오,-,-,,,121.07,1.27,,"-22,387,075,000.",.85,-21.38,118.97,"-34,407,934,000.",121.07,"24,984,428,000.",-47.99,"68,263,460.0",김용화(26.42),313.,중소기업,8,"221,015,477,640."
(주)세종메디칼,,,,,348.68,17.07,9.06,"19,878,142,000.",.55,13.51,12.12,"4,141,448,000.",418.68,"14,498,616,000.",22.40,"126,074,920.0",정현국(38.79),126.,중소기업,2,
(주)수젠텍,-,-,,,523.88,2.62,2.21,"-12,667,339,000.",.76,203.30,10.48,"-8,404,718,000.",732.47,"3,306,820,000.",94.40,"40,327,070.0",손미진(30.38),101.,중소기업,6,"36,733,395,000."
(주)액트로,,,,,199.67,3.32,37.29,"10,610,508,000.",.59,227.70,64.68,"5,653,592,000.",212.52,"50,658,817,000.",290.52,"1,101,278,630.0",신병균(14.88),54.,중소기업,4,
(주)노바텍,,,,,367.97,9.52,27.99,"12,072,642,000.",,58.13,15.84,"3,992,076,000.",420.0,"21,277,953,000.",73.02,"733,722,520.0",오춘택(76.15),35.,중소기업,2,
(주)매직마이크로,-,-,,,74.21,6.43,8.21,"15,409,405,000.",.47,-3.35,84.24,"-1,616,545,000.",92.03,"63,906,772,000.",12.08,"687,169,590.0",(주)매직디스플레이(33.12),80.,중소기업,7,"38,791,070,500."
(주)와이솔,170.61,171.1,"3,930,774,000.","3,369,235,000.",173.33,4.52,21.72,"130,580,325,000.",.5,5.09,41.18,"33,972,964,000.",187.98,"303,437,262,000.",34.46,"479,363,760.0",대덕GDS(주)(17.37),600.,대기업,3,"325,080,161,450."
(주)네오크레마,,,,,453.88,5.13,3.19,"8,727,017,000.",.34,-16.59,33.58,"1,136,634,000.",638.44,"12,042,909,000.",29.04,"364,936,640.0",김재환 외(83.15),51.,중소기업,4,
(주)에스디생명공학,,150.,"3,309,660,000.","3,309,660,000.",484.39,4.77,10.28,"65,142,980,000.",.43,0.27,11.15,"20,518,295,000.",594.83,"102,299,024,000.",104.49,"897,359,860.0",박설웅(56.47),212.,중소기업,3,"324,346,680,000."
(주)넵튠,-,-,,,777.51,6.35,,"34,413,324,000.",.98,-3.17,14.53,"38,706,591,000.",777.51,"7,112,477,000.",119.12,"66,471,750.0",정욱(12.87),35.,중소기업,2,"280,845,929,500."
글로벌에스엠테크리미티드,,,,,,,,,,,,,,,,,(주)서울메탈홀딩스(48.12),.,중소기업,,
(주)에이스토리,,,,,205.54,9.59,47.11,"692,518,000.",.51,-26.34,36.14,"-2,447,536,000.",225.31,"20,123,970,000.",31.99,"958,284,290.0",기타(31.76),22.,중소기업,6,
코오롱인더스트리(주),"1,100.","1,100.","31,399,940,000.","31,399,940,000.",46.94,6.30,5.78,"585,518,784,000.",.68,2.71,129.37,"72,754,598,000.",85.80,"3,210,151,211,000.",5.75,,(주)코오롱(31.54),"3,951.",대기업,4,"2,369,131,034,000."
(주)토니모리,229.97,16.51,"291,157,000.","291,157,000.",183.31,5.80,8.71,"80,614,899,000.",.81,-14.28,54.19,"7,302,712,000.",229.71,"202,696,680,000.",0.71,"1,221,064,340.0",배해동(32.11),163.,대기업,4,"312,228,000,000."
조선선재(주),"1,451.46","1,383.37","1,739,796,000.","1,739,796,000.",681.89,8.37,7.39,"91,575,492,000.",.49,4.63,14.85,"15,371,416,000.",745.66,"66,010,846,000.",10.93,"507,775,740.0",CS홀딩스(주)(45.33),120.,중소기업,2,"104,385,033,000."
케이씨코트렐(주),40.,100.,"1,300,000,000.","1,300,000,000.",109.16,2.53,36.21,"37,746,455,000.",.96,-12.0,130.49,"5,060,362,000.",117.09,"150,656,419,000.",8.36,"749,534,420.0",케이씨그린홀딩스(주)(35.04),256.,대기업,5,"62,270,000,000."
뉴프라이드코퍼레이션,-,-,,,206.52,7.55,7.29,"-50,976,322,000.",.16,-12.52,39.51,,227.75,"37,319,589,000.",84.99,"355,424,660.0",노갑성(2.26),9.,중소기업,6,"184,910,214,650."
(주)천보,,,,,105.74,5.43,6.52,"71,748,680,000.",.84,15.06,29.21,"14,925,421,000.",171.42,"82,785,366,000.",10.67,"657,026,710.0",,119.,중소기업,3,
와이엠씨(주),189.11,295.83,"2,918,384,000.","2,918,384,000.",113.74,17.62,16.06,"48,719,896,000.",1.08,23.84,192.0,"15,669,275,000.",121.13,"145,208,434,000.",45.44,"602,524,620.0",이윤용(31.69),223.,중소기업,5,"305,817,883,000."
씨케이에이치푸드앤헬스리미티드,,,,,,,,,,,,,,,,,왕위에런(27.78),.,중소기업,,
(주)핸디소프트,-,-,,,159.14,3.93,7.65,"-2,724,288,000.",.63,9.16,107.35,"-2,240,521,000.",185.72,"40,261,885,000.",-5.61,"196,399,440.0",(주)다산인베스트(26.80),118.,중소기업,7,"44,031,753,100."
(주)제테마,,,,,45.89,1.72,4.13,"-3,898,991,000.",2.16,-35.32,400.77,"-5,583,300,000.",64.77,"8,170,684,000.",-28.98,"131,785,230.0",기타(58.56),105.,중소기업,9,
이스트아시아홀딩스인베스트먼트리미티드,,,,,,,,,,,,,,,,,정강위(18.63),.,중소기업,,
(주)네오오토,150.,80.,"629,965,000.","629,965,000.",80.85,11.05,17.64,"56,034,757,000.",1.,-8.75,89.09,"4,135,626,000.",102.30,"128,249,343,000.",5.01,"1,209,899,460.0",김선현(40.00),98.,대기업,5,"43,706,044,650."
한국화장품(주),-,-,,,278.71,4.45,2.89,"35,157,056,000.",.93,-6.37,12.54,"3,838,568,000.",388.95,"19,966,960,000.",6.50,"226,897,270.0",(주)한국화장품제조(20.00),62.,중소기업,4,"277,976,400,000."
(주)에스제이엠,200.,130.,"2,028,637,000.","2,028,637,000.",344.17,2.30,4.62,"70,986,665,000.",.51,-14.46,14.28,"6,856,823,000.",460.27,"83,185,009,000.",4.34,"231,713,120.0",(주)에스제이엠홀딩스(40.60),335.,중소기업,4,"76,464,000,200."
에스티팜(주),500.,500.,"9,328,000,000.","9,328,000,000.",579.36,9.30,2.71,"171,290,310,000.",.92,1.13,8.64,"45,451,708,000.",782.0,"202,622,882,000.",12.27,"448,280,710.0",동아쏘시오홀딩스(주)(32.68),459.,대기업,3,"616,580,800,000."
(주)노바렉스,,,"1,529,588,000.","1,529,588,000.",191.11,6.57,9.19,"35,986,917,000.",,4.83,36.65,"8,567,259,000.",238.45,"80,853,618,000.",17.37,"390,597,190.0",권석형(36.75),256.,중소기업,2,
대성산업(주),-,-,,,42.52,19.39,34.57,"667,343,085,000.",.98,"1,663.58",153.84,"201,139,479,000.",47.03,"367,866,808,000.",6.17,"646,514,600.0",김영대(31.59),595.,대기업,6,"173,478,058,130."
한미약품(주),-,497.69,"5,555,978,000.","5,555,978,000.",47.56,3.37,4.73,"154,689,325,000.",1.13,2.16,142.47,"38,656,197,000.",76.22,"702,635,601,000.",7.17,"315,083,230.0",한미사이언스(주)(41.38),"2,436.",대기업,6,"6,519,455,968,000."
(주)피제이메탈,90.,100.,"2,480,337,000.","2,480,337,000.",57.41,10.79,4.56,"20,036,514,000.",.19,35.87,82.91,"5,352,111,000.",184.11,"135,007,816,000.",8.24,"1,753,348,260.0",(주)풍전비철(45.87),81.,대기업,6,"52,459,125,435."
알에스오토메이션(주),,99.93,"909,648,000.","909,648,000.",119.34,3.95,5.61,"18,939,243,000.",1.74,23.38,90.15,"2,869,794,000.",172.35,"81,353,849,000.",95.60,"355,256,980.0",강덕현(29.35),186.,중소기업,6,"229,399,128,000."
(주)한일진공,-,-,,,94.75,3.40,2.70,"63,051,118,000.",.62,9.19,44.18,"28,654,702,000.",119.19,"21,692,056,000.",53.58,"197,200,510.0",(주)코스인베스트먼트(23.55),124.,중소기업,4,"100,434,475,620."
(주)선데이토즈,-,-,,,"1,415.56",11.97,,"114,672,847,000.",1.02,-15.79,6.95,"13,206,169,000.","1,415.56","65,095,069,000.",11.21,"339,036,820.0",(주)스마일게이트홀딩스(20.89),260.,대기업,2,"256,950,257,700."
알서포트(주),-,-,,,"1,044.51",2.95,255.48,"8,423,600,000.",.72,7.70,9.0,"2,029,089,000.","1,046.66","19,642,142,000.",4.76,"97,722,100.0",서형수(29.65),203.,중소기업,3,"149,147,832,400."
(주)디에이치피코리아,98.55,98.55,"1,632,478,000.","1,632,478,000.",882.54,5.90,11.45,"42,773,043,000.",.68,11.38,9.26,"12,878,979,000.",948.47,"49,808,082,000.",15.01,"311,300,510.0",삼천당제약(주)(38.38),165.,중소기업,2,"131,193,192,240."
엘브이엠씨홀딩스(주),,,,,,,,,,,,,,,,,오세영(44.43),48.,대기업,,
미원화학(주),"1,000.",917.63,"2,005,180,000.","2,005,180,000.",359.41,9.38,13.74,"56,488,853,000.",.33,7.98,14.79,"13,579,197,000.",523.22,"151,063,207,000.",-5.69,"873,197,730.0",미성통상(주)(29.38),189.,대기업,2,"128,488,584,000."
(주)셀리드,,,,,113.45,,,"-8,715,323,000.",,,,"-5,408,292,000.",113.45,,,,강창율(32.86),27.,중소기업,8,
(주)시디즈,-,-,,,"1,066.46",12.99,5.72,"4,407,666,000.",.14,25.96,7.12,"308,327,000.","1,287.84","12,520,488,000.",0.99,"2,086,748,000.0",(주)일룸(40.58),137.,중소기업,3,"82,400,000,000."
신라젠(주),-,-,,,"1,068.9",3.03,,"-92,576,684,000.",1.99,4.65,9.80,"-33,978,710,000.","1,068.90","13,294,693,000.",9.47,"324,260,800.0",문은상(7.63),61.,중소기업,6,"6,358,135,294,500."
(주)브이원텍,,-,,,219.33,6.66,3.29,"30,300,797,000.",1.2,60.48,43.67,"10,895,129,000.",294.05,"37,985,173,000.",154.97,"654,916,780.0",김선중(25.69),67.,중소기업,4,"349,520,970,500."
(주)선진,100.,-,,,63.77,9.05,16.61,"174,470,952,000.",.18,12.84,70.60,"34,762,370,000.",81.95,"694,134,560,000.",57.51,"2,072,043,460.0",제일홀딩스(주)(50.00),352.,대기업,4,"366,205,901,600."
에스지이(주),,,"500,000,000.","500,000,000.",65.31,4.19,90.48,"25,972,441,000.",.94,126.87,294.63,"8,768,706,000.",67.68,"96,872,891,000.",46.25,"1,088,459,450.0",박창호(28.00),179.,중소기업,6,
(주)세미콘라이트,-,-,,,62.69,6.86,14.45,"-18,011,725,000.",.05,-19.47,217.24,"-14,327,107,000.",71.07,"47,652,516,000.",-45.78,"159,907,770.0",에스엘코리아(12.66),160.,중소기업,9,"59,541,930,000."
(주)강스템바이오텍,-,-,,,564.65,5.72,0.85,"-38,190,157,000.",.97,16.60,83.22,"-14,938,092,000.",607.77,"982,672,000.",2.67,"13,102,290.0",강경선(15.51),100.,중소기업,7,"203,146,400,000."
(주)하림,50.,-,,,52.85,16.54,7.56,"46,171,833,000.",.59,5.40,100.85,"20,606,445,000.",95.80,"866,516,642,000.",48.10,"409,700,540.0",제일홀딩스(주)(47.92),"2,288.",대기업,5,"271,271,326,560."
에이자기관리부동산투자회사(주),619.,165.,"598,744,000.","362,874,000.",18.97,132.21,0.02,"4,787,239,000.",.21,-98.48,199.56,"-877,433,000.",136.56,"509,009,000.",-12.11,"63,626,130.0",(주)한밭컨설팅(14.45),7.,중소기업,8,"17,835,232,525."
라온피플(주),,,,,808.74,5.63,10.34,"9,018,887,000.",,57.94,19.34,"4,592,494,000.",893.07,"19,067,905,000.",202.73,"211,865,610.0",,101.,중소기업,3,
(주)러셀,-,-,,,426.85,6.23,7.44,"20,106,505,000.",.06,70.91,50.27,"6,228,979,000.",573.0,"36,114,484,000.",50.68,"18,057,242,000.0",플러스에이파트너스(주)(6.31),53.,중소기업,1,"9,642,500,000."
(주)켐온,-,-,,,458.32,2.74,"1,221.89","5,710,631,000.",.69,0.86,19.06,"-1,562,828,000.",458.78,"15,549,166,000.",23.88,"93,108,780.0",코아스템(주)(53.65),195.,중소기업,5,"94,312,583,300."
(주)디딤,-,-,,,107.49,23.69,24.87,"14,547,991,000.",.16,0.19,70.17,"2,422,022,000.",126.27,"65,876,555,000.",149.33,"120,432,460.0",이범택(31.53),779.,대기업,5,"75,332,076,700."
우리산업(주),49.71,100.,"913,216,000.","913,216,000.",69.78,5.14,4.57,"33,561,769,000.",.97,5.29,128.11,"11,691,582,000.",120.71,"272,473,269,000.",48.06,"774,071,790.0",우리산업홀딩스(주)(39.46),357.,대기업,5,"320,538,921,300."
메가스터디교육(주),998.97,"1,298.66","3,018,579,000.","3,018,579,000.",71.59,26.80,178.74,"12,561,128,000.",.08,25.10,49.71,"7,358,158,000.",73.51,"218,280,260,000.",2.83,"289,112,930.0",손주은(13.73),"1,032.",대기업,2,"132,489,432,000."
(주)미래생명자원,-,-,,,766.97,4.74,9.48,"15,122,496,000.",.94,-4.34,16.38,"-1,789,325,000.",883.28,"27,968,934,000.",53.70,"755,917,140.0",김성진(61.50),35.,중소기업,5,"54,126,019,620."
에이치엔티일렉트로닉스(주),-,-,,,224.48,3.0,567.02,"31,387,313,000.",.79,1.38,69.59,"-3,405,971,000.",225.28,"171,360,738,000.",-9.58,"2,115,564,670.0",(주)코아시아홀딩스(33.11),105.,대기업,6,"46,103,568,000."
(주)슈피겐코리아,497.96,487.48,"3,030,369,000.","3,030,369,000.",483.93,12.52,16.40,"140,127,180,000.",.71,24.54,13.54,"21,447,254,000.",533.12,"162,891,118,000.",6.83,"826,858,470.0",김대영(59.21),320.,대기업,2,"282,222,880,200."
압타바이오(주),,,,,"9,883.36",31.24,,"-3,509,034,000.",,-49.73,4.47,"-1,965,805,000.","9,883.36","300,064,000.",-16.14,"30,006,400.0",이수진(53.10),17.,중소기업,6,
(주)미투온,-,-,,,124.15,21.45,,"5,061,818,000.",.56,4.74,131.16,"545,450,000.",124.15,"14,815,586,000.",21.27,"231,493,530.0",손창욱(20.76),52.,중소기업,6,"247,131,926,900."
(주)큐리언트,-,-,,,"1,341.01",,,"-54,541,304,000.",1.67,,7.88,"-12,196,200,000.","1,341.01",,-40.31,,(재)한국파스퇴르연구소(12.92),20.,중소기업,6,"230,768,856,000."
(주)싸이토젠,,,,,610.43,0.71,3.29,"-11,031,803,000.",.78,-75.77,20.02,"-2,620,139,000.",618.64,"205,874,000.",895.21,"9,357,910.0",전병희(25.70),37.,중소기업,7,
(주)흥국에프엔비,95.66,47.83,"351,119,000.","351,119,000.",162.41,10.36,4.68,"27,646,495,000.",.49,8.48,23.67,"2,233,591,000.",246.35,"43,667,407,000.",2.87,"335,903,130.0",오길영(49.10),140.,중소기업,4,"63,795,818,790."
(주)앤디포스,400.,246.24,"3,710,644,000.","3,710,644,000.",539.26,6.02,14.78,"33,332,007,000.",.69,-25.84,15.16,"8,072,425,000.",592.37,"52,344,188,000.",0.02,"534,124,370.0",(주)앤텍컴(44.33),102.,중소기업,3,"119,798,271,750."
앱클론(주),,-,,,625.58,14.75,342.22,"-19,278,060,000.",2.21,13.21,19.97,"-1,482,533,000.",626.22,"3,532,425,000.",45.19,"95,470,950.0",이종서(11.32),39.,중소기업,6,"446,760,000,000."
(주)에스에스알,,,,,220.47,0.78,,"4,076,641,000.",.92,37.26,67.27,"2,515,176,000.",220.47,"11,325,540,000.",254.72,"130,178,620.0",(주)지란지교시큐리티(74.17),108.,중소기업,5,
(주)배럴,,,,,661.5,23.09,6.83,"12,244,392,000.",.33,45.53,42.74,"3,995,097,000.","1,056.40","35,286,005,000.",48.06,"400,977,330.0",젠앤벤처스(주)(41.00),110.,중소기업,2,
(주)유바이오로직스,,-,,,189.06,31.01,2.48,"-35,227,442,000.",.96,138.76,47.93,"-4,715,309,000.",269.64,"11,567,747,000.",435.0,"127,118,100.0",(주)바이오써포트(10.34),180.,중소기업,7,"133,983,183,280."
