,2015/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016,,,2016,2016/Annual
에스디엔(주),-,-,,,28.55,3.4,4.22,"-7,572,122,000.00",1.29,-27.34,91.59,"-1,575,782,000.00",49.62,"34,268,004,000.00",0.71,"412,867,520.00",최기혁(7.82),100,중소기업,6,"51,873,307,400.00"
(주)한컴MDS,280,264.65,"2,335,693,000.00","2,335,693,000.00",266.09,3.45,18.76,"67,554,333,000.00",0.91,21.15,36.71,"7,163,968,000.00",292.11,"112,362,709,000.00",-4.32,"382,186,090.00",(주)한글과컴퓨터(18.54),314,대기업,3,"181,366,244,400.00"
대원미디어(주),-,-,,,230.07,7.78,16.46,"-9,371,545,000.00",0.78,53.33,24.05,"-2,141,188,000.00",275.63,"45,442,713,000.00",14.93,"432,787,740.00",정욱(23.77),140,중소기업,5,"127,676,301,900.00"
(주)제이웨이,-,-,,,494.34,5.21,911.55,"-16,983,443,000.00",0.88,-14.81,12.15,"-812,876,000.00",495.84,"8,021,631,000.00",40.31,"286,486,820.00",김병건(16.39),17,중소기업,5,"29,408,550,000.00"
큐렉소(주),-,-,,,207.29,2.73,5.07,"-57,637,722,000.00",0.61,7.97,7.07,"24,150,571,000.00",335.71,"30,060,747,000.00",24.39,"1,002,024,900.00",(주)한국야쿠르트(38.46),62,대기업,4,"139,356,657,220.00"
(주)조이시티,-,-,,,352.45,4.95,,"27,977,088,000.00",0.83,26.06,28.58,"-6,290,153,000.00",352.45,"72,470,487,000.00",-33.28,"239,176,520.00",(주)엔드림(15.94),218,중소기업,5,"241,559,597,500.00"
(주)티비씨,99.72,68.56,"685,585,000.00","685,585,000.00",983.33,3.43,,"54,167,963,000.00",0.1,-5.77,8.36,"2,766,638,000.00",983.33,"38,513,717,000.00",1.29,"293,997,840.00",(주)나노켐(13.05),128,중소기업,2,"77,600,000,000.00"
디에스티(주),-,-,,,60.62,4.95,23.07,"-74,631,038,000.00",0.53,-2.99,285.16,"-22,002,804,000.00",62.43,"11,697,853,000.00",-58.54,"259,952,290.00",(주)한강홀딩스(21.33),74,중소기업,9,"46,518,139,170.00"
(주)광진윈텍,28.14,28.14,"271,789,000.00","271,789,000.00",118.77,2.94,7.93,"25,813,579,000.00",1.02,8.5,148.96,"961,080,000.00",147.15,"87,644,016,000.00",1.55,"463,724,950.00",신태식(28.96),64,중소기업,6,"51,286,066,830.00"
(주)화진,173.82,171.19,"2,110,715,000.00","2,110,715,000.00",254.55,6.02,23.54,"50,530,028,000.00",0.81,-1.18,40.27,"5,580,889,000.00",276.65,"77,514,373,000.00",3.18,"261,872,880.00",조만호(30.01),268,중소기업,3,"83,350,800,000.00"
(주)엠피그룹,-,-,,,24.13,13.38,62.61,"3,481,877,000.00",1,-12.03,217.92,"-13,169,291,000.00",27.27,"97,057,714,000.00",-24.78,"249,505,690.00",정우현(16.78),639,대기업,9,"150,707,679,055.00"
(주)에너토크,70,70,"682,926,000.00","682,926,000.00",940.6,2.88,5.07,"28,750,714,000.00",0.38,-9.22,5.29,"1,991,911,000.00","1,179.78","26,023,692,000.00",22.35,"257,660,320.00",서부전기(주)(11.91),98,중소기업,2,"43,902,396,000.00"
대아티아이(주),-,-,,,247.85,2.4,67.57,"54,575,218,000.00",1.1,36.82,30.5,"9,945,537,000.00",255.36,"78,046,983,000.00",14.74,"287,996,250.00",최진우(16.11),322,중소기업,4,"138,033,952,680.00"
(주)세코닉스,196.96,197.08,"2,153,291,000.00","2,153,291,000.00",70.27,5.91,7.76,"104,664,923,000.00",0.54,28.35,99.28,"11,478,749,000.00",112.5,"313,953,544,000.00",8.31,"297,586,300.00",박원희(16.71),"1,292.00",대기업,5,"165,527,657,700.00"
한국컴퓨터(주),123.6,123.6,"1,986,482,000.00","1,986,482,000.00",528.05,22.54,31.07,"82,158,309,000.00",0.83,-20.38,13.84,"7,370,897,000.00",592.77,"235,604,156,000.00",5.43,"1,080,753,010.00",한국컴퓨터지주(주)(42.11),90,대기업,3,"102,213,404,400.00"
덕우전자(주),,,,,104.6,11.07,32.1,"39,587,839,000.00",,-14.11,52.15,"10,784,956,000.00",119.23,"76,327,511,000.00",38.81,"549,118,780.00",이준용(50.00),183,중소기업,3,
(주)케이티서브마린,46.93,46.93,"1,027,706,000.00","1,027,706,000.00",77.11,4.14,82.42,"68,481,086,000.00",0.84,26.41,54.79,"5,145,918,000.00",80.56,"83,959,506,000.00",4.78,"1,166,104,250.00",(주)케이티(36.90),67,대기업,4,"107,967,000,000.00"
에스씨아이평가정보(주),-,-,,,137.6,12.28,,"-1,991,660,000.00",1.09,-5.41,25.42,"1,105,260,000.00",137.6,"33,945,258,000.00",7.85,"212,157,860.00",진원이앤씨(주)(50.67),246,중소기업,3,"42,422,500,000.00"
(주)소프트센,-,-,,,133.35,3.96,23.13,"-3,007,293,000.00",1.4,60.11,107.45,"-882,005,000.00",150.18,"115,742,385,000.00",3.86,"543,391,480.00",(주)아이티센(26.56),93,중소기업,7,"59,661,665,450.00"
삼원테크(주),-,-,,,24.35,2.77,5.78,"-14,284,024,000.00",0.47,-6.55,555.38,"-9,154,566,000.00",34.9,"25,904,190,000.00",-51.42,"411,177,620.00",이택우(18.25),40,중소기업,10,"27,916,026,400.00"
(주)수성,61.88,61.88,"507,454,000.00","507,454,000.00",103.78,4.65,5.83,"25,190,608,000.00",0.66,-17.76,42.34,"2,371,005,000.00",142.47,"28,127,090,000.00",6.91,"461,099,840.00",김준석(13.82),62,중소기업,3,"97,580,000,000.00"
유니퀘스트(주),196.78,78.71,"2,128,425,000.00","2,128,425,000.00",94.82,8.71,5.31,"119,762,455,000.00",1.25,-11.41,47.95,"5,166,463,000.00",183.71,"261,936,078,000.00",4.13,"1,769,838,360.00",임창완(44.29),162,대기업,3,"198,200,920,370.00"
(주)클리오,,270.63,"4,566,368,000.00","4,566,368,000.00",190.64,12.62,14.8,"43,522,468,000.00",,83.73,68.89,"22,780,582,000.00",210.7,"196,437,347,000.00",439.9,"808,384,140.00",한현옥(57.13),280,중소기업,5,"516,320,379,000.00"
(주)씨제이이엔엠,"2,425.06","2,425.06","15,072,995,000.00","15,072,995,000.00",72.4,11.54,32.84,"564,136,496,000.00",0.33,-2.1,62.71,"16,081,605,000.00",80.86,"1,095,911,240,000.00",0.25,"1,163,387,730.00",CJ(주)(40.00),"3,640.00",대기업,4,"1,012,507,882,200.00"
(주)코아스,-,-,,,49.61,3.86,5.46,"-6,337,111,000.00",1,0.21,212.23,"-7,600,174,000.00",86.54,"95,622,309,000.00",-19.86,"311,473,320.00",노재근(16.53),268,중소기업,7,"50,224,216,250.00"
(주)캠시스,-,-,,,133.4,2.36,69.56,"6,970,060,000.00",1.04,-9.62,134.45,"-24,828,684,000.00",136.87,"312,901,709,000.00",-4.03,"1,596,437,290.00",권영천(9.50),212,대기업,7,"154,948,051,995.00"
(주)잉크테크,-,-,,,42,3.38,4.88,"-18,994,789,000.00",1.26,-1.51,406.55,"-5,538,645,000.00",65.31,"71,781,256,000.00",7.8,"203,924,020.00",정광춘(22.89),233,중소기업,9,"72,314,637,750.00"
(주)에스에이티,-,-,,,427.08,3.53,25.55,"16,347,550,000.00",0.89,46.32,8.62,"2,836,691,000.00",464.47,"29,815,304,000.00",20.43,"338,810,270.00",(주)에프넷(35.48),89,대기업,3,"56,246,730,750.00"
(주)신세계푸드,499.98,599.97,"2,323,375,000.00","2,323,375,000.00",69.68,13.88,16.32,"211,688,548,000.00",0.54,15.31,81.85,"15,696,941,000.00",133.3,"1,039,326,249,000.00",3.97,"320,088,160.00",(주)이마트(46.10),"3,920.00",대기업,5,"571,190,800,000.00"
(주)신세계인터내셔날,600,600,"4,284,000,000.00","4,284,000,000.00",38.75,11.54,4.84,"279,814,642,000.00",0.73,1.05,98.11,"7,844,653,000.00",108.19,"893,803,537,000.00",-0.36,"830,672,430.00",(주)신세계(45.76),"1,421.00",대기업,4,"472,668,000,000.00"
(주)아모텍,-,-,,,97.91,8.13,9.52,"125,251,272,000.00",0.94,-4.52,103.44,"16,415,189,000.00",121.67,"266,596,340,000.00",9.61,"291,680,900.00",김병규(16.54),896,대기업,5,"213,867,761,700.00"
(주)유비케어,30,29.52,"1,189,425,000.00","1,189,425,000.00",294.99,6.9,24.58,"15,410,002,000.00",1.51,14.83,37.15,"5,084,335,000.00",311.31,"68,244,069,000.00",8.46,"342,935,020.00",유니머스홀딩스(유)(43.97),250,중소기업,3,"141,204,077,350.00"
(주)라이온켐텍,195.93,195.93,"3,014,550,000.00","3,014,550,000.00",275.35,5.93,13.35,"83,593,930,000.00",0.74,4.9,19.46,"16,538,174,000.00",327.3,"120,686,730,000.00",14.49,"597,459,060.00",박희원(44.17),257,대기업,1,"312,335,901,500.00"
(주)제이스텍,49.57,99.13,"1,447,142,000.00","1,447,142,000.00",112.38,4.62,157.94,"45,765,457,000.00",1.36,115.38,161.83,"11,830,904,000.00",113.84,"150,786,216,000.00",24.56,"403,171,700.00",정재송(38.13),393,중소기업,6,"312,393,091,200.00"
(주)빅텍,-,-,,,116.59,4.68,5.08,"17,544,021,000.00",0.87,-5.59,75.4,"-822,482,000.00",171.55,"38,351,993,000.00",7.17,"224,280,660.00",박승운(33.10),189,중소기업,6,"81,585,000,000.00"
(주)제이콘텐트리,-,-,,,55.86,0.21,1.92,"7,334,235,000.00",1.06,11.37,40.12,"6,991,169,000.00",55.86,"1,332,142,000.00",4.02,"2,015,340.00",(유)중앙미디어네트워크(21.39),765,대기업,5,"440,876,615,430.00"
(주)카카오,166.71,147.77,"10,006,358,000.00","10,006,358,000.00",82.98,9.03,417.44,"290,221,821,000.00",0.99,-0.1,43.08,"38,171,457,000.00",83.55,"861,205,412,000.00",31.08,"319,319,770.00",김범수(18.57),"2,857.00",대기업,5,"5,206,410,055,000.00"
(주)제이에스코퍼레이션,,242.84,"3,247,615,000.00","3,247,615,000.00",443.49,5.26,9.23,"82,794,846,000.00",1.74,-22.94,15.12,"9,421,703,000.00",535.41,"176,870,431,000.00",53.44,"1,300,517,880.00",홍재성(21.78),156,중소기업,4,"217,091,341,500.00"
(주)스타플렉스,-,78.83,"508,740,000.00","508,740,000.00",68.39,4.83,4.87,"52,936,887,000.00",0.79,9.53,78.06,"3,382,026,000.00",101.53,"86,728,447,000.00",9.03,"383,754,190.00",김세권(56.66),184,중소기업,5,"52,597,932,100.00"
(주)동성화인텍,128.31,128.31,"3,462,369,000.00","3,462,369,000.00",74.54,5.73,5.08,"68,393,775,000.00",0.78,-3.83,129.61,"12,406,947,000.00",125.4,"332,654,028,000.00",7.96,"690,153,590.00",(주)동성코퍼레이션(39.28),395,대기업,5,"155,155,751,750.00"
(주)에스피시스템스,,,,,128.12,3.1,22.46,"10,459,838,000.00",0.73,30.69,91.13,"1,581,426,000.00",141.54,"25,328,693,000.00",16.24,"395,760,830.00",심상균(31.24),61,중소기업,5,
(주)제이티,-,-,,,63.72,1.89,22.14,"-3,655,946,000.00",1.14,-35.81,181.24,"-9,819,049,000.00",65.22,"22,345,653,000.00",-34.63,"140,538,700.00",유홍준(27.62),127,중소기업,8,"27,050,174,880.00"
(주)브리지텍,159.99,193.52,"2,390,409,000.00","2,390,409,000.00",392.25,2.84,69.64,"37,546,427,000.00",1.22,5.26,27.45,"7,932,233,000.00",395.74,"55,214,248,000.00",13.97,"322,890,340.00",이상호(34.20),188,중소기업,2,"82,830,825,000.00"
(주)지니뮤직,-,-,,,220.19,3.81,"1,483.91","-16,097,980,000.00",0.96,24.79,61.58,"8,236,380,000.00",220.4,"111,286,638,000.00",14.02,"585,719,150.00",(주)케이티(49.99),251,대기업,5,"150,738,867,965.00"
에이치엘비파워(주),-,-,,,76.78,4.98,43.32,"-5,155,695,000.00",0.72,28.5,89.64,"-5,164,227,000.00",79.78,"18,536,385,000.00",130.61,"1,685,125,910.00",위드윈투자조합3호(18.08),51,중소기업,8,"65,925,796,370.00"
(주)덕신하우징,-,-,,,81.54,3.3,8.97,"38,484,405,000.00",0.6,11.89,101.8,"-12,548,247,000.00",111.42,"120,269,693,000.00",-20.8,"350,640,500.00",김명환(26.84),269,대기업,8,"46,629,840,000.00"
(주)코콤,118.35,142.02,"2,489,691,000.00","2,489,691,000.00",169.33,3.72,6.93,"69,379,326,000.00",1.46,2.83,25.2,"7,221,260,000.00",272.08,"113,892,164,000.00",5.82,"862,819,420.00",한세전자(주)(16.90),157,대기업,2,"170,045,850,000.00"
(주)삼화네트웍스,-,-,,,"1,019.13",9.12,,"10,510,940,000.00",1.08,136.36,12.96,"8,046,007,000.00","1,019.13","44,578,967,000.00",22.27,"1,438,031,190.00",신상윤(18.07),41,중소기업,3,"73,800,559,425.00"
(주)에스모,100,125,"1,812,500,000.00","1,812,500,000.00",192.77,4.98,6.9,"34,975,977,000.00",0.41,-13,40.6,"3,723,520,000.00",253.81,"81,961,409,000.00",5.23,"688,751,340.00",(주)넥센(34.85),126,중소기업,4,"66,337,500,000.00"
(주)에이디칩스,-,-,,,83.02,6.32,9.23,"-19,069,544,000.00",1.39,94.67,91.39,"1,901,074,000.00",120.83,"25,298,566,000.00",64.31,"248,025,160.00",(주)골든에이지인베스트(11.43),132,중소기업,6,"32,289,949,440.00"
위즈코프(주),-,-,,,860.8,58.11,67.04,"6,022,065,000.00",0.94,113.84,4.43,"1,414,928,000.00",899.66,"29,645,403,000.00",7.81,"539,007,330.00",정승환(19.94),82,중소기업,3,"45,634,659,920.00"
(주)파루,-,-,,,212.9,14.65,5.2,"12,483,364,000.00",0.79,-19.35,32.29,"5,395,517,000.00",273.86,"102,105,486,000.00",81.89,"607,770,750.00",(주)지본(5.39),134,중소기업,4,"111,240,007,725.00"
(주)씨제이헬로,75,75,"5,808,515,000.00","5,808,515,000.00",53.53,4.61,71.13,"582,958,482,000.00",0.95,-6.93,90.37,"21,512,793,000.00",55.79,"1,100,634,800,000.00",1.62,"1,016,283,290.00",(주)씨제이오쇼핑(53.92),"1,181.00",대기업,6,"725,677,125,050.00"
(주)웰크론한텍,-,-,,,120.9,3.52,280.73,"25,318,659,000.00",1.31,3.05,85.47,"-1,967,535,000.00",121.39,"89,079,657,000.00",-1.28,"601,889,570.00",(주)웰크론(23.06),262,대기업,6,"46,494,935,940.00"
솔브레인(주),486.99,594.13,"9,840,730,000.00","9,840,730,000.00",141.42,7.04,22.84,"460,681,186,000.00",0.89,12.95,29.71,"78,667,333,000.00",160.03,"598,517,720,000.00",14.58,"554,696,680.00",정지완(31.13),"1,246.00",대기업,2,"1,000,414,924,400.00"
(주)크린앤사이언스,-,-,,,190.44,4.1,7.1,"17,504,545,000.00",0.93,1.39,87.34,"3,597,831,000.00",243.35,"59,675,152,000.00",14.43,"423,228,030.00",최재원(13.85),163,중소기업,4,"38,025,000,000.00"
상신이디피(주),50,50,"564,753,000.00","564,753,000.00",56.5,6.56,10.46,"24,648,436,000.00",1.1,1.55,104.51,"1,499,475,000.00",69.96,"59,372,839,000.00",2.15,"347,209,580.00",김일부(16.18),225,중소기업,6,"44,728,398,000.00"
(주)에스엠엔터테인먼트,-,-,,,192.13,4.67,42.98,"110,263,532,000.00",0.94,3.42,31.46,"5,293,893,000.00",197.31,"202,127,701,000.00",17.2,"510,423,490.00",이수만(20.19),477,대기업,3,"563,471,671,700.00"
(주)안랩,433.69,607.16,"6,080,048,000.00","6,080,048,000.00",310.82,6.79,33,"117,995,816,000.00",0.67,6.42,25.07,"14,428,279,000.00",323.38,"140,810,131,000.00",6.42,"145,015,580.00",안철수(18.60),"1,202.00",대기업,3,"578,800,819,000.00"
(주)이에스에이,-,-,,,48.05,0.91,242.27,"-24,845,788,000.00",1.07,-58.94,79.4,"-7,852,031,000.00",48.05,"1,306,464,000.00",145.56,"26,129,280.00",이에스에이제2호투자조합(18.30),99,중소기업,8,"43,787,902,800.00"
엔에이치엔한국사이버결제(주),117.69,33.89,"621,630,000.00",,145.94,36.04,139.36,"50,512,601,000.00",1.16,39.05,89.8,"10,826,777,000.00",147.92,"270,472,774,000.00",4.69,"1,258,012,900.00",엔에이치엔엔터테인먼트(주)(36.91),286,대기업,4,"234,806,310,400.00"
(주)코세스,-,-,,,17.63,3.85,5.24,"-5,426,995,000.00",0.52,-35.28,537.88,"-1,236,662,000.00",41.88,"27,874,008,000.00",-0.37,"188,337,890.00",박명순(48.50),197,중소기업,9,"34,083,631,130.00"
갤럭시아커뮤니케이션즈(주),-,23.98,"783,868,000.00","783,868,000.00",124.41,3.97,,"3,879,032,000.00",0.36,41.69,169.82,"3,779,032,000.00",124.41,"53,240,652,000.00",12.67,"415,942,590.00",조현준(33.88),117,대기업,7,"157,255,941,830.00"
한세엠케이(주),199.87,199.75,"2,578,643,000.00","2,578,643,000.00",122.35,8.33,3.46,"116,329,955,000.00",0.9,1.64,34.64,"3,903,668,000.00",277.1,"266,913,606,000.00",2.76,"1,014,880,630.00",한세실업(주)(40.94),213,대기업,3,"171,693,982,600.00"
(주)세진티에스,-,-,,,"1,375.48",10.76,42.96,"31,122,050,000.00",0.42,49.03,4.29,"1,654,754,000.00","1,409.97","22,803,459,000.00",3.72,"400,060,680.00",김인식(49.09),40,중소기업,4,"29,262,126,605.00"
(주)코리아에스이,55.56,36.3,"686,000,000.00","686,000,000.00",722.18,3.53,1.8,"24,050,922,000.00",1.27,7.78,8.2,"909,235,000.00","1,219.38","14,685,102,000.00",-1.7,"282,405,810.00",(주)SE(25.40),55,중소기업,3,"42,619,500,000.00"
(주)모두투어네트워크,365.7,548.59,"6,912,259,000.00","6,912,259,000.00",154.72,8.62,,"102,447,738,000.00",0.77,12.94,83.73,"19,391,359,000.00",154.72,"205,831,518,000.00",6.81,"171,098,520.00",우종웅(10.66),"1,174.00",대기업,3,"364,770,000,000.00"
(주)동일기연,38.35,38.22,"220,769,000.00","128,782,000.00",656.77,7.78,3.2,"77,590,514,000.00",0.55,-0.79,9.51,"5,774,504,000.00",811.32,"28,273,584,000.00",8.07,"192,337,310.00",(주)동일기연(36.30),143,중소기업,2,"75,959,318,100.00"
(주)씨티씨바이오,-,-,,,51.21,2.81,3.81,"18,279,756,000.00",1.36,-0.97,99.63,"-3,428,178,000.00",87.21,"93,553,652,000.00",-9.23,"349,080,790.00",조호연(7.28),195,대기업,7,"183,488,896,500.00"
(주)솔본,-,-,,,"13,384.49",0.71,,"4,768,895,000.00",1.12,16.17,1.29,"697,429,000.00","13,384.49","3,515,751,000.00",0.27,"319,613,730.00",홍기태(20.21),14,중소기업,4,"141,652,264,460.00"
(주)셀루메드,-,-,,,69.22,0.93,0.91,"-92,670,318,000.00",0.78,-38.58,64.56,"-35,428,070,000.00",119.72,"10,044,283,000.00",-11.11,"111,603,140.00",심영복(2.40),59,중소기업,8,"273,238,538,230.00"
두올산업(주),-,-,,,182.58,9.59,102.34,"-10,891,306,000.00",1.28,-1.32,50.77,"2,493,577,000.00",189.31,"39,105,093,000.00",19.32,"372,429,460.00",(주)아이에이치씨(35.11),97,중소기업,3,"29,935,002,750.00"
(주)톱텍,146.44,150,"5,411,769,000.00","5,411,769,000.00",111.8,5.21,7.72,"107,361,856,000.00",0.6,69.33,140.17,"32,700,754,000.00",146.51,"387,475,224,000.00",31.91,"933,675,240.00",이재환(29.94),428,대기업,5,"833,412,356,700.00"
(주)S&T홀딩스,264.38,349.17,"5,527,452,000.00","5,527,452,000.00","30,571.25",15.16,,"316,683,626,000.00",0.63,15.85,0.07,"6,923,176,000.00","30,571.25","9,818,190,000.00",1.13,"1,227,273,750.00",최평규(50.76),9,대기업,3,"250,907,164,250.00"
(주)로지시스,60,60,"560,455,000.00","560,455,000.00",307.43,9.4,177.23,"7,402,991,000.00",1.18,3.96,47.46,"582,732,000.00",311.34,"35,938,672,000.00",3.36,"82,999,240.00",한국컴퓨터지주(주)(64.47),476,중소기업,4,"51,281,661,780.00"
인포뱅크(주),-,28.67,"249,236,000.00","249,236,000.00",210.52,5.53,,"29,026,264,000.00",1.49,7.45,34.36,"1,335,030,000.00",210.52,"80,338,390,000.00",3.35,"627,643,670.00",박태형(18.31),155,대기업,3,"125,193,283,200.00"
(주)유니트론텍,,149.37,"1,483,585,000.00","1,483,585,000.00",175.67,9.86,8.68,"24,577,355,000.00",1.35,59.98,114.34,"7,462,508,000.00",257.06,"148,319,833,000.00",68.05,"3,026,935,370.00",남궁선(29.38),70,중소기업,4,"88,493,674,500.00"
효성오앤비(주),250,200,"1,160,000,000.00","1,160,000,000.00",278.11,3.16,3.43,"42,648,957,000.00",0.91,-0.99,19,"4,893,034,000.00",384.77,"39,906,849,000.00",6.08,"469,492,340.00",박태헌(19.69),81,중소기업,3,"81,490,000,000.00"
(주)메디아나,-,-,,,272.78,5.49,5.68,"27,653,608,000.00",1.32,13.49,23.16,"8,433,197,000.00",406.31,"52,366,919,000.00",23.87,"216,392,230.00",길문종(40.58),156,중소기업,2,"141,868,134,400.00"
(주)센트랄모텍,,,,,49.21,7.03,28.45,"24,944,941,000.00",1.39,-4.11,336.49,"3,601,238,000.00",59.62,"251,230,292,000.00",10.49,"1,732,622,700.00",,127,대기업,6,
(주)코데즈컴바인,-,-,,,227.52,0.94,9,"-43,775,337,000.00",1.11,-5.35,14.33,"1,567,983,000.00",262.55,"16,337,467,000.00",6.57,"777,974,620.00",코튼클럽(주)(60.04),49,중소기업,5,"131,124,615,930.00"
(주)LG유플러스,250,350,"152,814,000,000.00","152,814,000,000.00",65.15,6.72,36.63,"1,453,108,000,000.00",0.47,6.07,146.78,"501,042,000,000.00",72.48,"11,434,770,000,000.00",8.5,"1,353,868,100.00",(주)LG(36.05),"10,735.00",대기업,2,"4,999,200,083,450.00"
한국유니온제약(주),,,,,109.88,1.78,6.06,"17,158,628,000.00",2.28,7.42,172.37,"4,419,706,000.00",142.48,"47,470,338,000.00",38.77,"223,916,690.00",기타(35.04),198,중소기업,7,
(주)기산텔레콤,-,-,,,302.67,2.39,5.31,"-14,409,706,000.00",0.98,-46.01,25.91,"-1,733,928,000.00",352.18,"24,679,656,000.00",-3.36,"259,785,850.00",박병기(30.77),78,중소기업,5,"51,312,236,800.00"
(주)브이티지엠피,-,-,,,50.95,2.84,2.17,"-14,575,443,000.00",0.82,-12.52,85.78,"-14,565,415,000.00",147.09,"41,141,465,000.00",104.03,"207,785,180.00",강창영 외 4(14.16),176,중소기업,8,"86,548,494,765.00"
(주)정상제이엘에스,356.9,363.42,"5,697,523,000.00","5,697,523,000.00",182.07,17.52,29,"33,027,219,000.00",0.18,3.39,27.43,"7,196,945,000.00",217.19,"80,297,235,000.00",3.03,"318,639,820.00",허용석(35.42),510,대기업,2,"120,560,374,880.00"
(주)케이엠더블유,-,-,,,43.12,2.67,6.08,"6,215,662,000.00",0.58,-15.84,346.32,"4,381,950,000.00",56.42,"156,736,978,000.00",8.52,"324,507,200.00",김덕용(35.55),357,대기업,9,"120,428,000,000.00"
(주)에스엠컬처앤콘텐츠,-,-,,,227.32,9.78,,"-26,129,883,000.00",0.86,19.75,45.73,"-528,250,000.00",227.32,"90,041,933,000.00",1.35,"388,111,780.00",(주)에스엠엔터테인먼트(38.21),511,대기업,5,"140,455,755,040.00"
(주)세운메디칼,24.71,34.59,"1,515,189,000.00","1,515,189,000.00",249.05,3.25,5.09,"65,354,267,000.00",1.4,-2.2,15.57,"9,541,118,000.00",336.23,"52,726,295,000.00",13.36,"247,541,290.00",이길환(41.75),193,중소기업,2,"189,654,000,000.00"
(주)큐로홀딩스,-,-,,,51.92,4.21,2.68,"-54,765,680,000.00",1.14,-9.93,29.12,"-12,299,459,000.00",75.51,"8,187,689,000.00",21.49,"138,774,390.00",권경훈(3.21),45,중소기업,6,"154,395,614,430.00"
(주)케이피티유,50,50,"253,000,000.00","253,000,000.00",42.7,3.6,11.49,"20,829,198,000.00",0.99,-4.99,109.34,"3,696,520,000.00",52.03,"21,301,367,000.00",11.13,"338,116,940.00",(주)알루텍(50.43),66,중소기업,5,"46,501,400,000.00"
