,2017/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018,,,2018,2018/Annual
화성산업(주),865.65,904.56,"11,262,451,000.","11,262,451,000.",151.,7.60,2.46,"274,841,963,000.",.75,-16.34,70.99,"49,227,488,000.",285.21,"475,190,997,000.",7.50,"1,489,626,950.0",이인중(10.94),316.,대기업,4,"180,536,600,000."
(주)까뮤이앤씨,147.21,14.72,"664,684,000.","664,684,000.",65.51,3.64,67.20,"19,022,486,000.",.92,-32.46,138.81,"1,738,796,000.",68.69,"116,296,828,000.",0.77,"657,044,230.0",(주)베이스에이치디(54.98),167.,대기업,6,"60,052,532,400."
(주)한진중공업홀딩스,-,-,,,23.72,,,"-478,074,000,000.",.44,-61.84,26.02,"-74,505,000,000.",23.72,"4,192,000,000.",-18.16,"465,777,780.0",조남호(46.50),6.,대기업,6,"86,522,349,160."
(주)신한,-,-,,,9.1,2.34,0.77,"-26,774,482,000.",1.,-22.56,222.98,"-24,851,119,000.",20.55,"6,710,444,000.",-46.07,"197,366,000.0",(주)에스엔드케이월드코리아(53.85),20.,중소기업,8,"24,018,109,380."
남광토건(주),-,-,,,107.65,0.41,"1,235.40","14,888,234,000.",2.04,35.95,202.92,"5,715,675,000.",107.79,"157,172,931,000.",13.40,"523,909,770.0",(주)세운건설(22.39),361.,대기업,7,"116,946,012,400."
진흥기업(주),-,-,,,123.67,1.53,175.24,"-944,897,000.",.6,17.07,364.75,"6,053,494,000.",125.30,"671,155,390,000.",3.96,"3,136,240,140.0",효성중공업(주)(48.57),226.,대기업,7,"307,479,340,825."
(주)삼호,-,-,,,224.12,3.43,"1,303.19","255,657,414,000.",1.07,12.46,116.55,"64,533,986,000.",224.52,"965,572,043,000.",13.97,"2,131,505,610.0",대림산업(주)(72.94),542.,대기업,4,"218,588,630,400."
남화토건(주),100.,70.,"821,800,000.","821,800,000.",434.27,2.81,"2,748.18","93,061,084,000.",.88,-23.27,14.67,"2,200,802,000.",434.27,"47,418,461,000.",0.98,"677,406,590.0",(주)시유(13.86),62.,중소기업,3,"128,553,000,000."
(주)동원개발,148.4,185.,"16,799,499,000.","16,799,499,000.",431.77,2.69,4.07,"650,832,559,000.",.34,7.97,24.80,"121,942,408,000.",540.71,"607,890,976,000.",18.24,"3,054,728,520.0",(주)동원주택(32.51),199.,대기업,2,"363,232,400,000."
(주)서한,40.,40.,"4,035,795,000.","4,035,795,000.",178.,6.16,8.53,"250,333,023,000.",.78,21.09,58.33,"42,121,689,000.",239.12,"640,170,738,000.",4.16,"2,105,824,800.0",(재)서한장학문화재단(9.85),355.,대기업,4,"187,664,448,900."
삼호개발(주),157.86,153.82,"3,845,511,000.","3,845,511,000.",161.68,5.99,20.0,"155,317,611,000.",1.04,12.71,50.16,"21,156,377,000.",180.62,"296,298,960,000.",7.72,"914,502,960.0",이종호(27.73),343.,대기업,3,"126,000,000,000."
(주)우진아이엔에스,,400.,"3,048,800,000.","3,048,800,000.",741.02,4.29,19.67,"82,038,859,000.",4.03,-5.32,12.01,"14,446,830,000.",813.53,"132,971,035,000.",41.70,"825,907,050.0",홍평우(28.43),145.,대기업,2,"75,838,900,000."
일성건설(주),-,-,,,111.66,3.69,23.10,"12,517,696,000.",1.68,-13.25,242.36,"3,162,813,000.",119.56,"363,196,875,000.",7.69,"888,011,920.0",IB Capital Ltd(63.88),394.,대기업,6,"77,799,623,400."
(주)태영건설,-,111.71,"8,867,472,000.","8,867,472,000.",91.2,6.04,13.35,"796,422,817,000.",1.21,33.88,151.16,"133,887,611,000.",113.41,"1,996,049,484,000.",10.78,"1,388,073,350.0",윤석민(27.10),"1,429.",대기업,6,"880,924,817,200."
(주)한라,97.22,-,,,71.35,5.31,48.21,"10,440,334,000.",1.52,-19.89,255.80,"-14,362,065,000.",72.03,"1,165,275,545,000.",-12.60,"1,112,966,140.0",정몽원(17.06),"1,033.",대기업,7,"167,551,000,020."
(주)이테크건설,726.49,938.24,"2,627,077,000.","2,627,077,000.",108.47,3.92,68.87,"144,687,014,000.",.37,4.85,280.27,"8,070,010,000.",114.49,"881,992,820,000.",-1.61,"1,030,365,440.0",삼광글라스(주)(30.71),891.,대기업,7,"225,400,000,000."
이화공영(주),40.,20.,"396,075,000.","396,075,000.",181.68,8.04,"1,063.60","21,543,499,000.",1.24,-11.52,78.32,"474,263,000.",182.37,"186,487,736,000.",0.84,"1,084,231,020.0",최삼규(35.90),157.,대기업,5,"133,292,764,800."
펌텍코리아(주),,,,,133.26,7.60,25.50,"83,552,747,000.",.57,13.63,60.02,"20,539,556,000.",152.77,"151,233,122,000.",31.98,"315,726,770.0",이도훈(32.59),606.,중소기업,3,
(주)맥스로텍,-,-,,,78.85,2.24,51.17,"-5,274,697,000.",.83,54.14,155.97,"1,950,042,000.",81.41,"59,576,150,000.",4.40,"480,452,820.0",김인환(19.86),137.,중소기업,6,"30,958,738,965."
동신건설(주),100.,102.96,"864,864,000.","864,864,000.",640.6,8.40,1.03,"81,345,863,000.",.72,-48.50,13.18,"984,993,000.",978.85,"27,086,796,000.",0.17,"311,342,480.0",김근한(36.15),77.,중소기업,4,"48,384,000,000."
(주)대명코퍼레이션,-,-,,,136.29,8.05,31.76,"-17,867,383,000.",.92,-2.20,60.42,"-4,293,704,000.",151.10,"214,323,503,000.",-9.46,"707,338,290.0",(주)대명홀딩스(34.30),280.,대기업,5,"190,512,850,500."
(주)특수건설,-,-,,,213.76,2.83,18.52,"29,711,867,000.",1.18,16.07,68.30,"709,871,000.",236.87,"168,210,145,000.",30.89,"709,747,450.0",김중헌(15.11),257.,대기업,6,"82,921,321,420."
(주)에이프로젠케이아이씨,-,-,,,135.82,3.70,12.12,"-22,444,258,000.",1.37,23.69,99.12,"-26,324,903,000.",140.40,"49,941,054,000.",34.62,"640,269,920.0",(주)지베이스(33.70),99.,중소기업,8,"388,243,330,800."
(주)삼일기업공사,90.,100.,"1,240,000,000.","1,240,000,000.","1,187.96",4.12,22.35,"50,572,358,000.",.52,-0.39,8.82,"3,094,333,000.","1,247.17","56,185,007,000.",4.54,"985,701,880.0",박종웅(40.99),62.,중소기업,3,"41,602,000,000."
(주)케이씨씨건설,130.,130.,"2,782,000,000.","2,782,000,000.",102.37,2.95,6.52,"216,617,371,000.",.79,-19.82,173.91,"24,108,568,000.",141.46,"1,063,586,408,000.",4.56,"1,074,329,710.0",(주)케이씨씨(36.03),972.,대기업,6,"151,298,000,000."
(주)손오공,-,-,,,92.52,5.91,5.10,"-51,434,446,000.",.83,-3.67,111.78,"1,074,256,000.",175.26,"95,098,144,000.",7.20,"1,001,033,090.0",Mattel Marketing Holdings Pte.(11.99),98.,중소기업,7,"48,828,439,030."
(주)코다코,54.24,-,,,42.69,4.79,5.74,"23,212,761,000.",.59,-9.42,268.65,,59.76,"251,895,555,000.",-17.19,"734,389,370.0",인귀승(12.34),318.,대기업,8,"85,160,078,080."
한전KPS(주),"1,470.","1,790.","80,550,000,000.","80,550,000,000.",232.26,3.50,824.76,"970,317,520,000.",.89,0.61,30.28,"160,791,495,000.",232.78,"1,239,603,810,000.",8.72,"200,226,750.0",한국전력공사(51.00),"6,129.",대기업,3,"1,494,000,000,000."
신원종합개발(주),-,-,,,152.93,2.95,4.63,"22,677,254,000.",.68,12.56,138.62,"12,091,052,000.",213.03,"217,373,892,000.",19.22,"1,358,586,830.0",우진호(14.55),139.,중소기업,6,"41,278,910,700."
한국지역난방공사,"2,820.",-,,,63.42,5.17,55.64,"1,390,676,928,000.",.27,35.59,262.66,"-226,523,717,000.",66.87,"2,487,330,695,000.",-14.73,"1,229,525,800.0",산업통상자원부(34.55),"2,150.",대기업,7,"659,988,408,000."
(주)포스코케미칼,350.,400.,"23,628,000,000.","23,628,000,000.",220.8,7.65,13.20,"643,131,931,000.",1.19,15.21,20.76,"78,552,425,000.",295.80,"1,340,983,672,000.",7.87,"962,658,770.0",(주)포스코(60.00),"1,714.",대기업,2,"3,762,759,000,000."
(주)중앙백신연구소,50.,49.99,"497,934,000.","497,934,000.",352.22,16.16,2.02,"54,030,955,000.",.62,4.04,13.81,"3,454,194,000.",534.58,"33,152,987,000.",31.43,"200,927,190.0",윤인중(30.12),167.,중소기업,3,"165,336,000,000."
(주)신세계아이앤씨,951.45,"1,427.17","2,454,737,000.","2,454,737,000.",190.75,6.15,31.69,"185,247,280,000.",1.76,16.67,59.03,"29,255,441,000.",204.22,"373,531,202,000.",15.58,"512,388,480.0",(주)이마트(35.65),857.,대기업,4,"194,360,000,000."
(주)에스제이케이,-,-,,,23.11,4.80,5.88,"-54,202,027,000.",1.26,-21.07,331.68,"-10,204,383,000.",26.19,"6,222,758,000.",2.84,"188,568,420.0",이승열(12.30),37.,중소기업,9,"23,531,999,100."
(주)위지트,-,-,,,134.88,5.14,7.12,"16,293,960,000.",.97,14.27,55.74,"3,324,027,000.",165.61,"44,761,863,000.",4.58,"329,131,350.0",(주)제이에스아이코리아(10.94),139.,중소기업,3,"78,569,258,040."
(주)켐트로닉스,-,-,"220,000,000.","220,000,000.",87.05,3.68,10.56,"32,847,679,000.",.92,7.30,134.66,"2,121,077,000.",111.27,"236,207,391,000.",5.12,"661,645,350.0",김보균(15.72),397.,대기업,7,"77,639,278,950."
(주)루멘스,-,-,,,113.62,4.94,3.45,"40,817,107,000.",1.08,-47.03,57.76,"-25,489,821,000.",160.07,"155,418,796,000.",-12.84,"788,927,900.0",(주)루멘스홀딩스(10.07),160.,대기업,7,"135,684,370,080."
(주)인프라웨어,-,-,,,508.04,8.97,,"-7,727,699,000.",.88,69.28,12.54,"-7,314,887,000.",508.04,"22,540,556,000.",7.02,"132,591,510.0",(주)셀바스에이아이(22.89),156.,중소기업,6,"51,886,476,600."
팅크웨어(주),-,-,,,219.16,4.45,4.84,"90,683,108,000.",.95,-2.50,33.11,"1,477,803,000.",313.31,"183,116,475,000.",0.43,"501,688,970.0",유비벨록스(주)(29.01),377.,대기업,3,"81,320,319,600."
(주)케이제이프리텍,-,,,,,,,,,,,,,,,,홍이솔(10.96),15.,중소기업,,
(주)스맥,47.13,45.54,"1,239,667,000.","1,239,667,000.",123.06,2.32,2.82,"22,988,223,000.",.55,-6.98,118.67,"1,203,286,000.",198.37,"150,557,918,000.",3.37,"690,632,650.0",이지운(5.56),265.,대기업,6,"80,980,939,900."
(주)파크시스템스,80.,100.,"664,606,000.","664,606,000.",373.05,2.40,3.32,"19,210,657,000.",.59,29.51,18.08,"5,921,953,000.",562.08,"36,455,567,000.",18.04,"264,170,780.0",박상일(33.90),155.,중소기업,2,"267,836,016,500."
(주)더블유홀딩컴퍼니,-,-,,,183.43,4.58,772.89,"3,565,747,000.",.45,158.61,72.66,"-1,771,664,000.",184.30,"51,119,783,000.",7.92,"1,381,615,760.0",오션인더블유(주)(30.37),28.,중소기업,6,"73,165,049,888."
(주)큐로컴,-,-,,,20.7,10.68,16.67,"-130,777,137,000.",1.19,-8.71,36.46,"-24,032,924,000.",23.64,"10,311,666,000.",-13.75,"412,466,640.0",(주)큐로홀딩스(8.44),27.,중소기업,7,"140,790,610,320."
(주)한네트,100.,100.,"1,156,370,000.","1,156,370,000.",166.35,14.09,"13,371.07","26,471,801,000.",.75,-1.58,87.74,"1,100,385,000.",166.36,"27,170,017,000.",-3.26,"372,192,010.0",한국컴퓨터지주(주)(45.10),77.,중소기업,5,"29,603,072,000."
(주)스타모빌리티,-,-,,,57.77,0.51,2.0,"-19,535,322,000.",.85,-57.11,124.95,"-11,570,061,000.",71.15,"4,310,908,000.",-5.12,"226,889,890.0",탑플러스1호투자조합(2.89),19.,중소기업,9,"23,431,137,390."
(주)와이엔텍,10.,-,,,54.26,8.47,694.82,"81,266,333,000.",.76,2.06,64.29,"9,394,426,000.",54.52,"61,772,441,000.",8.98,"381,311,360.0",박용하(32.56),165.,중소기업,3,"81,534,472,320."
(주)삼원강재,115.,115.,"4,600,000,000.","4,600,000,000.",242.39,5.80,8.87,"118,381,609,000.",.53,3.84,23.99,"11,932,057,000.",314.82,"286,791,821,000.",4.98,"1,062,191,930.0",대원강업(주)(49.99),270.,대기업,2,"113,600,000,000."
주성엔지니어링(주),100.,100.,"4,824,921,000.","4,824,921,000.",81.49,6.80,4.26,"59,549,268,000.",.91,-3.61,75.40,"43,725,480,000.",218.84,"262,699,926,000.",8.92,"574,835,720.0",황철주(24.15),460.,대기업,4,"311,207,417,400."
(주)인바디,118.24,118.13,"1,616,439,000.","1,616,439,000.",737.87,4.08,8.26,"115,699,153,000.",.98,2.80,4.26,"20,032,242,000.",933.58,"69,329,223,000.",17.88,"380,929,800.0",차기철(26.89),226.,중소기업,2,"296,938,069,400."
(주)제이와이피엔터테인먼트,-,113.72,"4,020,606,000.","4,020,606,000.",234.36,10.12,404.17,"43,565,088,000.",.88,22.12,24.22,"22,271,174,000.",235.25,"118,167,060,000.",43.01,"547,069,720.0",박진영(17.80),209.,중소기업,2,"1,069,495,284,000."
문배철강(주),44.31,47.78,"979,719,000.","979,719,000.",245.45,4.28,13.11,"83,530,091,000.",1.26,2.16,37.94,"4,979,163,000.",307.21,"159,405,950,000.",8.09,"2,613,212,300.0",배종민(15.05),60.,대기업,4,"59,255,129,450."
(주)중앙에너비스,656.23,119.31,"742,989,000.","742,989,000.",24.19,27.39,60.37,"21,722,567,000.",.28,7.50,29.78,"889,990,000.",31.17,"76,133,494,000.",0.15,"776,872,390.0",한상열(17.09),86.,중소기업,4,"41,721,771,000."
동국산업(주),142.48,123.48,"6,698,173,000.","6,698,173,000.",92.73,4.89,4.20,"149,857,238,000.",.56,-6.49,34.31,"8,375,887,000.",199.64,"357,553,216,000.",0.58,"876,355,920.0",장세희(26.91),393.,대기업,3,"132,627,758,490."
(주)LG상사,249.35,249.35,"9,664,812,000.","9,664,812,000.",72.83,7.98,22.17,"883,262,873,000.",1.16,3.39,137.71,"-69,928,839,000.",90.77,"2,904,286,945,000.",-5.38,"7,297,203,380.0",(주)LG(24.69),381.,대기업,6,"594,966,000,000."
삼영무역(주),273.33,331.34,"5,456,018,000.","4,885,987,000.",585.59,4.31,22.38,"255,262,169,000.",.61,3.72,15.71,"52,233,816,000.",621.72,"266,955,606,000.",19.07,"4,044,781,910.0",이승용(20.86),68.,대기업,2,"231,356,053,150."
SK네트웍스(주),116.31,116.31,"28,881,000,000.","28,881,000,000.",55.71,11.60,17.97,"837,312,000,000.",.89,-8.84,210.39,"5,027,000,000.",81.31,"12,409,359,000,000.",-1.30,"5,500,602,390.0",SK(주)(39.14),"2,224.",대기업,7,"1,296,371,812,400."
신성통상(주),-,-,,,45.71,8.38,3.95,"88,973,960,000.",.63,-5.76,182.13,"7,533,556,000.",105.04,"816,673,197,000.",2.42,"1,000,825,000.0",(주)가나안(28.62),781.,대기업,6,"149,456,725,600."
(주)지에스글로벌,24.99,24.99,"2,062,380,000.","2,062,380,000.",108.97,7.33,31.69,"42,709,248,000.",1.85,22.07,175.97,"13,524,382,000.",127.38,"3,563,767,752,000.",2.96,"14,973,814,080.0",(주)GS(50.70),233.,대기업,6,"203,445,728,260."
현대종합상사(주),574.15,574.15,"7,595,380,000.","7,595,380,000.",78.37,8.56,23.03,"427,056,043,000.",1.8,7.92,198.23,"-7,270,069,000.",113.11,"3,475,053,985,000.",-15.83,"13,681,314,900.0",현대코퍼레이션홀딩스(주)(19.37),234.,대기업,7,"371,733,944,600."
(주)LS네트웍스,-,-,,,45.99,2.24,2.30,"96,486,769,000.",.54,-12.78,121.13,"-14,302,411,000.",95.31,"205,400,278,000.",-3.02,"1,086,773,960.0",(주)E1(81.79),191.,대기업,7,"195,431,479,680."
금호산업(주),488.87,485.32,"17,647,967,000.","17,647,967,000.",87.38,3.67,31.05,"186,354,656,000.",1.39,6.08,234.88,"67,072,310,000.",96.50,"1,376,234,626,000.",11.52,"1,297,110,860.0",금호고속(주)(45.30),"1,070.",대기업,5,"432,187,662,300."
(주)신원,-,-,,,52.5,9.91,3.97,"123,121,140,000.",1.26,-2.70,121.63,"-5,824,129,000.",129.49,"617,516,948,000.",9.01,"992,792,520.0",(주)티앤엠커뮤니케이션즈(23.44),641.,대기업,7,"148,427,526,240."
(주)원일특강,100.,120.,"528,000,000.","528,000,000.",124.38,3.15,5.87,"102,593,714,000.",.49,5.01,82.85,"5,172,642,000.",185.48,"238,369,106,000.",3.90,"1,621,558,540.0",박성진(36.15),141.,대기업,5,"40,260,000,000."
(주)유양디앤유,-,-,,,77.87,4.33,5.33,"-20,577,364,000.",1.72,-18.76,80.69,"-29,972,349,000.",98.19,"91,081,443,000.",-16.72,"632,510,020.0",유양투자1호조합(13.03),150.,대기업,8,"411,130,146,540."
사조씨푸드(주),70.,70.,"1,205,298,000.","1,205,298,000.",25.64,20.72,4.35,"148,102,508,000.",.63,5.0,73.10,"12,622,895,000.",100.21,"397,127,002,000.",4.85,"1,285,200,650.0",사조산업(주)(62.10),287.,대기업,5,"109,165,562,620."
(주)남성,8.84,8.69,"314,768,000.","314,768,000.",78.8,1.20,163.60,"50,447,266,000.",1.,-18.80,102.96,"-3,506,408,000.",79.41,"63,605,003,000.",-5.12,"1,115,877,250.0",윤남철(14.31),54.,중소기업,6,"69,165,225,600."
(주)세우글로벌,-,-,,,264.21,8.41,3.61,"10,936,509,000.",.99,-15.13,28.69,"-1,348,472,000.",336.75,"28,386,024,000.",-3.54,"1,051,334,220.0",안백순(17.29),32.,중소기업,4,"40,866,466,125."
대성홀딩스(주),250.,250.,"4,022,365,000.","4,022,365,000.",88.09,10.01,,"169,093,395,000.",.54,-7.93,63.04,"6,393,154,000.",88.09,"23,262,223,000.",0.79,"430,781,910.0",김영훈(39.90),47.,대기업,5,"102,328,959,240."
서울도시가스(주),"1,359.73","1,359.49","6,797,452,000.","6,797,452,000.",289.4,4.71,"1,389.24","914,676,821,000.",.16,2.84,44.53,"30,616,561,000.",289.91,"1,382,043,300,000.",2.27,"2,642,530,210.0",서울도시개발(주)(26.26),516.,대기업,4,"427,000,000,000."
한솔로지스틱스(주),29.99,29.99,"824,122,000.","824,122,000.",140.65,6.70,,"89,756,587,000.",1.23,-1.62,97.76,"-2,486,588,000.",140.65,"335,103,423,000.",12.79,"988,505,670.0",한솔홀딩스(주)(21.37),359.,대기업,6,"36,407,588,125."
동화기업(주),281.17,406.89,"5,841,626,000.","2,920,813,000.",44.82,6.70,9.63,"711,121,094,000.",.49,0.35,70.26,"35,083,044,000.",65.22,"438,530,879,000.",7.03,"624,687,860.0",Dongwha International Co. Limi(45.81),729.,대기업,4,"293,595,660,200."
(주)청호컴넷,-,-,,,40.57,4.97,4.86,"-18,808,791,000.",.45,-3.75,145.98,"1,681,593,000.",60.79,"31,261,248,000.",2.10,"504,213,680.0",(주)청호엔터프라이스(22.83),61.,중소기업,9,"23,202,495,040."
(주)원익큐브,-,-,,,90.78,4.97,9.54,"14,370,577,000.",1.21,-4.08,65.05,"-2,971,830,000.",139.90,"227,395,927,000.",-2.19,"1,672,028,880.0",(주)원익머트리얼즈(31.57),124.,대기업,6,"86,552,770,170."
(주)대동스틸,69.45,49.61,"496,095,000.","496,095,000.",335.37,4.11,6.0,"54,099,243,000.",1.28,12.19,19.42,"46,830,000.",465.11,"101,539,496,000.",-4.86,"1,952,682,620.0",임형기(20.09),47.,중소기업,5,"101,000,000,000."
롯데하이마트(주),"1,850.","1,700.","40,133,110,000.","40,133,110,000.",77.34,45.38,8.42,"888,332,274,000.",.63,0.33,51.18,"85,463,422,000.",170.12,"4,112,678,443,000.",1.78,"1,004,071,890.0",롯데쇼핑(주)(61.01),"4,069.",대기업,3,"1,101,299,764,800."
금강철강(주),91.88,89.27,"1,671,130,000.","1,671,130,000.",397.39,7.05,20.65,"86,111,964,000.",.5,-1.27,20.84,"4,513,450,000.",432.33,"193,985,799,000.",0.61,"2,895,310,430.0",주광남(30.44),64.,대기업,2,"71,323,200,000."
(주)대창스틸,99.99,99.99,"1,999,859,000.","1,999,859,000.",55.44,4.09,6.86,"74,934,599,000.",.94,-6.71,131.82,"-1,036,551,000.",79.58,"228,369,357,000.",-3.08,"2,154,427,900.0",문창복(34.02),92.,대기업,8,"55,100,000,000."
삼현철강(주),147.52,147.52,"2,316,434,000.","2,316,434,000.",459.89,4.74,10.73,"133,806,349,000.",.88,34.73,15.34,"7,232,007,000.",569.14,"227,980,186,000.",3.27,"2,350,311,200.0",조수익(16.87),89.,대기업,2,"72,390,322,900."
(주)키다리스튜디오,-,-,,,362.82,22.20,,"6,753,101,000.",1.26,64.85,12.88,"150,987,000.",362.82,"19,622,961,000.",-3.09,"417,509,810.0",(주)다우데이타(55.22),91.,중소기업,4,"35,544,072,505."
(주)비츠로셀,-,-,,,131.12,5.74,5.43,"95,670,255,000.",.31,343.93,20.48,"15,280,746,000.",240.42,"113,080,633,000.",11.25,"318,536,990.0",(주)비츠로테크(35.09),377.,중소기업,3,"213,535,697,900."
웅진코웨이(주),771.15,"1,173.68","86,616,834,000.","86,616,834,000.",73.29,4.59,48.49,"998,995,251,000.",.79,3.23,106.54,"332,277,589,000.",78.0,"2,395,498,526,000.",8.24,"486,198,200.0",코웨이홀딩스(주)(22.17),"5,011.",대기업,4,"5,468,551,767,900."
(주)에스에이엠티,108.9,118.8,"11,879,408,000.","11,879,408,000.",100.42,11.79,13.05,"61,965,724,000.",.58,-2.97,60.70,"24,603,696,000.",207.37,"1,176,014,835,000.",9.03,"13,363,804,940.0",삼지전자(주)(49.84),88.,대기업,4,"164,991,860,550."
에코바이오홀딩스(주),-,-,,,181.98,0.52,,"-12,913,405,000.",1.06,-43.52,61.45,"694,059,000.",181.98,"18,372,405,000.",20.69,"161,161,450.0",송효순(18.62),96.,중소기업,6,"77,118,921,480."
(주)아프리카티비,358.29,442.18,"5,082,786,000.","5,082,786,000.",153.89,19.77,,"51,695,744,000.",1.1,28.35,60.44,"22,346,092,000.",153.89,"120,649,540,000.",30.61,"307,779,440.0",(주)쎄인트인터내셔널(25.33),460.,중소기업,3,"452,893,819,800."
(주)E1,"1,685.64","1,685.64","11,563,502,000.","11,563,502,000.",83.96,8.24,17.52,"1,282,058,556,000.",.42,6.14,120.72,"63,905,827,000.",102.37,"4,152,465,961,000.",3.78,"14,990,851,840.0",구자열(15.70),276.,대기업,6,"382,788,000,000."
(주)대구백화점,142.71,107.03,"1,159,098,000.","1,159,098,000.",54.53,11.88,12.75,"216,652,472,000.",.18,29.16,41.05,"-19,611,382,000.",62.92,"106,226,540,000.",-7.74,"421,533,890.0",구정모(13.20),213.,대기업,7,"95,230,176,800."
롯데쇼핑(주),"5,196.66","5,196.67","147,007,328,000.","147,007,328,000.",46.98,21.51,20.71,"10,618,311,455,000.",.75,-3.35,88.92,"-502,918,275,000.",56.45,"10,217,788,016,000.",-7.51,"625,017,620.0",롯데지주(주)(38.80),"18,012.",대기업,5,"5,968,927,305,000."
(주)신세계,"1,248.89","1,998.22","19,672,814,000.","19,672,814,000.",29.37,16.36,27.14,"2,137,582,842,000.",1.4,4.43,93.93,"186,754,859,000.",33.48,"1,739,326,807,000.",0.04,"639,458,380.0",이명희(18.22),"2,759.",대기업,3,"2,520,366,336,000."
(주)현대그린푸드,71.49,187.65,"18,334,455,000.","18,334,455,000.",223.55,12.11,24.96,"802,757,861,000.",.6,2.52,22.39,"80,959,774,000.",263.03,"1,514,615,128,000.",1.76,"295,707,760.0",정교선(23.03),"4,753.",대기업,2,"1,397,174,092,600."
베뉴지(주),250.21,256.43,"1,236,000,000.","1,236,000,000.",99.1,37.23,25.89,"176,128,329,000.",.18,-5.55,67.18,"391,664,000.",100.23,"46,502,971,000.",15.62,"207,602,550.0",정도진흥기업(주)(20.13),200.,중소기업,6,"85,314,000,000."
(주)두올,96.85,78.3,"2,599,329,000.","2,599,329,000.",91.72,6.67,10.94,"43,762,302,000.",1.06,13.41,54.96,"8,879,571,000.",128.14,"209,597,012,000.",1.48,"371,625,910.0",(주)아이에이치씨(31.18),551.,대기업,4,"77,410,704,800."
흥구석유(주),96.94,116.33,"1,744,898,000.","1,744,898,000.",290.09,27.49,78.35,"34,090,738,000.",.57,6.87,6.76,"2,369,789,000.",329.17,"166,208,303,000.",0.99,"1,978,670,270.0",김상우(32.79),77.,대기업,2,"40,575,000,000."
(주)한화갤러리아타임월드,-,294.91,"1,769,469,000.","1,769,469,000.",41.62,22.13,7.39,"199,573,021,000.",1.66,0.60,105.45,"9,548,556,000.",72.01,"332,681,412,000.",-8.74,"939,778,000.0",(주)한화갤러리아(69.45),338.,대기업,6,"172,803,772,800."
(주)엔씨소프트,"7,051.51","5,678.66","124,584,226,000.","124,584,226,000.",385.44,7.39,"3,548.15","2,202,120,853,000.",.67,-1.08,19.0,"438,425,911,000.",385.61,"1,529,913,443,000.",-12.04,"442,555,230.0",김택진(11.98),"3,683.",대기업,3,"10,234,553,763,000."
(주)네오위즈홀딩스,-,-,,,"5,194.84",2.43,13.26,"153,688,852,000.",.49,25.78,0.91,"-4,969,594,000.","5,197.01","693,917,000.",-2.53,"173,479,250.0",나성균(42.44),5.,중소기업,5,"100,525,429,100."
(주)인터파크홀딩스,48.04,46.49,"2,719,650,000.","2,719,650,000.",28.58,,,"209,037,682,000.",.53,-1.98,4.38,"4,404,863,000.",28.58,"12,237,889,000.",-1.07,"1,223,788,900.0",이기형(35.90),31.,대기업,4,"137,475,000,000."
(주)조이맥스,-,-,,,682.22,9.53,,"-16,657,578,000.",.87,-5.44,8.34,"-37,510,975,000.",682.22,"11,111,658,000.",-54.48,"95,790,160.0",(주)위메이드엔터테인먼트(33.34),142.,중소기업,5,"46,013,315,940."
(주)에스티아이,244.96,239.73,"3,794,961,000.","3,794,961,000.",196.33,2.55,28.94,"71,880,869,000.",1.13,-2.45,63.15,"20,582,381,000.",209.71,"276,027,718,000.",80.77,"1,026,125,350.0",(주)성도이엔지(20.22),279.,대기업,5,"145,002,800,000."
삼영엠텍(주),49.42,59.31,"771,000,000.","771,000,000.",135.83,4.11,6.84,"61,536,912,000.",.83,6.79,34.18,"2,480,380,000.",171.53,"62,025,742,000.",2.09,"496,205,940.0",강문식(7.18),133.,중소기업,5,"44,005,000,000."
(주)넥스트비티,-,-,,,261.61,16.68,9.31,"-30,143,905,000.",1.21,7.96,19.06,"1,211,282,000.",320.09,"45,933,504,000.",144.53,"1,391,924,360.0",(주)바이오리더스(39.78),30.,중소기업,5,"95,152,010,790."
(주)호텔신라,330.96,330.96,"13,285,781,000.","13,285,781,000.",51.9,47.90,7.64,"571,220,897,000.",1.6,27.14,159.96,"92,575,919,000.",121.95,"3,643,940,422,000.",9.73,"1,480,674,690.0",국민연금공단(12.18),"2,575.",대기업,5,"3,037,142,878,400."
대정화금(주),270.,300.,"2,130,117,000.","2,130,117,000.",477.98,5.67,8.44,"67,492,380,000.",.62,11.03,12.38,"10,037,350,000.",565.68,"73,830,487,000.",16.57,"458,574,450.0",송기섭(27.24),162.,중소기업,2,"91,240,024,350."
(주)한솔홈데코,20.,20.,"1,611,303,000.","1,611,303,000.",72.91,6.40,8.01,"46,154,145,000.",.93,14.57,86.76,"2,715,972,000.",127.55,"290,916,765,000.",0.25,"1,089,575,900.0",한솔홀딩스(주)(23.32),257.,대기업,4,"110,374,254,130."
(주)지에스이,27.72,27.72,"831,158,000.","831,158,000.",86.35,6.07,620.84,"26,627,318,000.",.35,23.13,131.24,"5,802,790,000.",86.94,"133,549,316,000.",5.87,"1,712,170,720.0",지에스이홀딩스(주)(33.29),77.,대기업,2,"45,881,023,410."
